timestamp,system_id,subsystem,voltage_v,current_a,temperature_c,capacity_ah,state_of_charge,health_indicators,operating_state,metadata
100.0,ASTRA-FLAGSHIP-01,EPS,32.21766407464118,2.9594482518389507,18.852655715535633,39.99998376370418,0.9477674684895426,"{'soh': 0.9999995940926045, 'internal_resistance_ohm': 0.04500002191899936, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.017421602787456445, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
110.0,ASTRA-FLAGSHIP-01,EPS,32.14164124187974,2.9393556665364917,18.689847965567854,39.999982139751545,0.9475644669724387,"{'soh': 0.9999995534937886, 'internal_resistance_ohm': 0.04500002411133542, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.01916376306620209, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
120.0,ASTRA-FLAGSHIP-01,EPS,32.34412611115273,2.8848842176539296,18.582325130760026,39.99998051574013,0.947361458099609,"{'soh': 0.9999995128935032, 'internal_resistance_ohm': 0.04500002630375083, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.020905923344947737, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
130.0,ASTRA-FLAGSHIP-01,EPS,32.340215239456185,2.937918781294041,18.555429164608537,39.99997889166994,0.947158441870001,"{'soh': 0.9999994722917485, 'internal_resistance_ohm': 0.045000028496245584, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.02264808362369338, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
140.0,ASTRA-FLAGSHIP-01,EPS,32.28790544734334,2.917631038702761,18.37134062414374,39.99997726754096,0.9469554182825608,"{'soh': 0.999999431688524, 'internal_resistance_ohm': 0.045000030688819706, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.024390243902439025, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
150.0,ASTRA-FLAGSHIP-01,EPS,32.18860331575239,2.9146069344560823,18.396806354393437,39.99997564335318,0.9467523873362339,"{'soh': 0.9999993910838295, 'internal_resistance_ohm': 0.0450000328814732, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.02613240418118467, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
160.0,ASTRA-FLAGSHIP-01,EPS,32.3587604122203,2.889161069732185,18.259113627973935,39.9999740191066,0.9465493490299647,"{'soh': 0.999999350477665, 'internal_resistance_ohm': 0.045000035074206086, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.027874564459930314, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
170.0,ASTRA-FLAGSHIP-01,EPS,32.23952927760966,2.910574869939278,18.17272641437249,39.999972394801205,0.9463463033626968,"{'soh': 0.9999993098700302, 'internal_resistance_ohm': 0.04500003726701837, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.029616724738675958, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
180.0,ASTRA-FLAGSHIP-01,EPS,32.46675801341558,2.942233022209733,17.999687361319662,39.99997077043699,0.9461432503333728,"{'soh': 0.9999992692609248, 'internal_resistance_ohm': 0.04500003945991007, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.0313588850174216, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
190.0,ASTRA-FLAGSHIP-01,EPS,32.24889360116831,2.930566895784144,17.990202221363244,39.99996914601394,0.9459401899409344,"{'soh': 0.9999992286503485, 'internal_resistance_ohm': 0.045000041652881184, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.033101045296167246, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
200.0,ASTRA-FLAGSHIP-01,EPS,32.220071210991016,2.9205305308756273,17.78615477367609,39.99996752153206,0.9457371221843227,"{'soh': 0.9999991880383013, 'internal_resistance_ohm': 0.045000043845931724, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.03484320557491289, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
210.0,ASTRA-FLAGSHIP-01,EPS,32.10294488148041,2.940222152572626,17.809598748551274,39.99996589699132,0.9455340470624775,"{'soh': 0.999999147424783, 'internal_resistance_ohm': 0.04500004603906172, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.036585365853658534, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
220.0,ASTRA-FLAGSHIP-01,EPS,32.28316715696053,2.9440764655249714,17.66045135935703,39.99996427239173,0.9453309645743377,"{'soh': 0.9999991068097932, 'internal_resistance_ohm': 0.04500004823227117, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.03832752613240418, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
230.0,ASTRA-FLAGSHIP-01,EPS,32.18933845392361,2.9315826575782222,17.620120770110923,39.99996264773328,0.9451278747188416,"{'soh': 0.9999990661933319, 'internal_resistance_ohm': 0.04500005042556007, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.04006968641114982, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
240.0,ASTRA-FLAGSHIP-01,EPS,32.2864484652617,2.9553001549310443,17.31334668558253,39.99996102301595,0.9449247774949264,"{'soh': 0.9999990255753988, 'internal_resistance_ohm': 0.04500005261892846, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.041811846689895474, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
250.0,ASTRA-FLAGSHIP-01,EPS,32.42367750692064,2.926411345752141,17.330763276812412,39.99995939823974,0.9447216729015284,"{'soh': 0.9999989849559935, 'internal_resistance_ohm': 0.045000054812376344, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.04355400696864112, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
260.0,ASTRA-FLAGSHIP-01,EPS,32.304549189135294,2.8858050494520087,17.23637358598555,39.999957773404645,0.944518560937583,"{'soh': 0.999998944335116, 'internal_resistance_ohm': 0.045000057005903725, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.04529616724738676, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
270.0,ASTRA-FLAGSHIP-01,EPS,32.34615539151602,2.9539182696788067,17.123350198110735,39.99995614851065,0.9443154416020246,"{'soh': 0.9999989037127662, 'internal_resistance_ohm': 0.045000059199510625, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.047038327526132406, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
280.0,ASTRA-FLAGSHIP-01,EPS,32.15675824337269,2.9151742377796612,17.097202523039638,39.99995452355775,0.944112314893787,"{'soh': 0.9999988630889436, 'internal_resistance_ohm': 0.045000061393197045, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.04878048780487805, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
290.0,ASTRA-FLAGSHIP-01,EPS,32.33913223366212,2.914730454839506,16.97952588561185,39.99995289854593,0.9439091808118026,"{'soh': 0.9999988224636481, 'internal_resistance_ohm': 0.045000063586963006, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.050522648083623695, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
300.0,ASTRA-FLAGSHIP-01,EPS,32.30052154393138,2.9442442029110145,16.821450572565563,39.99995127347518,0.9437060393550034,"{'soh': 0.9999987818368796, 'internal_resistance_ohm': 0.0450000657808085, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.05226480836236934, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
310.0,ASTRA-FLAGSHIP-01,EPS,32.230753936538804,2.9176437201171153,16.686328053110888,39.999949648345506,0.9435028905223202,"{'soh': 0.9999987412086377, 'internal_resistance_ohm': 0.04500006797473356, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.05400696864111498, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
320.0,ASTRA-FLAGSHIP-01,EPS,32.33023952120411,2.9305694087575107,16.662969163157324,39.9999480231569,0.9432997343126828,"{'soh': 0.9999987005789224, 'internal_resistance_ohm': 0.045000070168738186, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.05574912891986063, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
330.0,ASTRA-FLAGSHIP-01,EPS,32.243378889871344,2.8977711865314646,16.54514929824198,39.999946397909326,0.9430965707250204,"{'soh': 0.9999986599477332, 'internal_resistance_ohm': 0.0450000723628224, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.05749128919860627, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
340.0,ASTRA-FLAGSHIP-01,EPS,32.22473165232878,2.9099105514904147,16.461843014225586,39.99994477260281,0.942893399758261,"{'soh': 0.9999986193150702, 'internal_resistance_ohm': 0.045000074556986215, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.059233449477351915, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
350.0,ASTRA-FLAGSHIP-01,EPS,32.34406253543736,2.962787641222392,16.38261887243307,39.99994314723732,0.942690221411332,"{'soh': 0.9999985786809329, 'internal_resistance_ohm': 0.04500007675122962, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.06097560975609756, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
360.0,ASTRA-FLAGSHIP-01,EPS,32.31922352346553,2.924408883174773,16.182190341669415,39.99994152181285,0.9424870356831594,"{'soh': 0.9999985380453212, 'internal_resistance_ohm': 0.045000078945552656, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.0627177700348432, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
370.0,ASTRA-FLAGSHIP-01,EPS,32.27218723973496,2.9271587064228073,16.30578546546842,39.9999398963294,0.9422838425726687,"{'soh': 0.999998497408235, 'internal_resistance_ohm': 0.0450000811399553, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.06445993031358885, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
380.0,ASTRA-FLAGSHIP-01,EPS,32.24423288572781,2.9320020951703167,16.085637068882757,39.99993827078696,0.9420806420787845,"{'soh': 0.999998456769674, 'internal_resistance_ohm': 0.0450000833344376, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.06620209059233449, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
390.0,ASTRA-FLAGSHIP-01,EPS,32.08549549033338,2.948623504342437,16.029972754604618,39.999936645185514,0.9418774342004301,"{'soh': 0.9999984161296379, 'internal_resistance_ohm': 0.04500008552899955, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.06794425087108014, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
400.0,ASTRA-FLAGSHIP-01,EPS,32.40054088881342,2.908442429081527,15.96777272426756,39.99993501952507,0.9416742189365284,"{'soh': 0.9999983754881266, 'internal_resistance_ohm': 0.04500008772364116, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.06968641114982578, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
410.0,ASTRA-FLAGSHIP-01,EPS,32.04550720806225,2.9379224769406633,15.912665471665186,39.9999333938056,0.9414709962860008,"{'soh': 0.9999983348451399, 'internal_resistance_ohm': 0.04500008991836244, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.07142857142857142, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
420.0,ASTRA-FLAGSHIP-01,EPS,32.110694096777095,2.9153896969251942,15.71388703528218,39.999931768027096,0.9412677662477684,"{'soh': 0.9999982942006774, 'internal_resistance_ohm': 0.045000092113163415, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.07317073170731707, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
430.0,ASTRA-FLAGSHIP-01,EPS,32.18809779464444,2.8961695554398172,15.618345809573187,39.99993014218957,0.941064528820751,"{'soh': 0.9999982535547391, 'internal_resistance_ohm': 0.04500009430804408, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.07491289198606271, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
440.0,ASTRA-FLAGSHIP-01,EPS,32.096751529831174,2.936018457453722,15.475210385055153,39.99992851629299,0.9408612840038675,"{'soh': 0.9999982129073247, 'internal_resistance_ohm': 0.04500009650300447, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.07665505226480836, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
450.0,ASTRA-FLAGSHIP-01,EPS,32.51701538176132,2.9114479445814103,15.411592526628718,39.99992689033736,0.9406580317960359,"{'soh': 0.999998172258434, 'internal_resistance_ohm': 0.04500009869804457, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.078397212543554, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
460.0,ASTRA-FLAGSHIP-01,EPS,32.39701366218998,2.9027651622571873,15.345832004663535,39.99992526432267,0.9404547721961735,"{'soh': 0.9999981316080667, 'internal_resistance_ohm': 0.04500010089316439, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.08013937282229965, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
470.0,ASTRA-FLAGSHIP-01,EPS,32.475454867487244,2.895475863352046,15.250702838604953,39.99992363824891,0.9402515052031963,"{'soh': 0.9999980909562227, 'internal_resistance_ohm': 0.045000103088363975, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.08188153310104529, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
480.0,ASTRA-FLAGSHIP-01,EPS,32.305319290809315,2.942497129023268,15.086883814795815,39.999922012116066,0.9400482308160198,"{'soh': 0.9999980503029017, 'internal_resistance_ohm': 0.0450001052836433, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.08362369337979095, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
490.0,ASTRA-FLAGSHIP-01,EPS,32.04920458419521,2.937500821046174,15.071088192393239,39.99992038592414,0.9398449490335583,"{'soh': 0.9999980096481035, 'internal_resistance_ohm': 0.045000107479002405, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.08536585365853659, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
500.0,ASTRA-FLAGSHIP-01,EPS,32.301427649050055,2.934161360829982,14.929992073663978,39.999918759673115,0.9396416598547251,"{'soh': 0.9999979689918279, 'internal_resistance_ohm': 0.045000109674441284, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.08710801393728224, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
510.0,ASTRA-FLAGSHIP-01,EPS,32.29729725369249,2.9332197927359775,14.836276173375188,39.99991713336299,0.939438363278433,"{'soh': 0.9999979283340747, 'internal_resistance_ohm': 0.04500011186995996, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.08885017421602788, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
520.0,ASTRA-FLAGSHIP-01,EPS,32.5595847736579,2.9368761160173227,14.720674430338075,39.99991550699375,0.9392350593035934,"{'soh': 0.9999978876748438, 'internal_resistance_ohm': 0.045000114065558434, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.09059233449477352, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
530.0,ASTRA-FLAGSHIP-01,EPS,32.36335472337132,2.908536312920892,14.728084467481493,39.99991388056539,0.939031747929117,"{'soh': 0.9999978470141346, 'internal_resistance_ohm': 0.045000116261236726, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.09233449477351917, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
540.0,ASTRA-FLAGSHIP-01,EPS,32.44313380514993,2.9116666262350464,14.64563379369852,39.99991225407789,0.9388284291539137,"{'soh': 0.9999978063519473, 'internal_resistance_ohm': 0.04500011845699484, 'solar_health_factor': 1.0}",NOMINAL,"{'is_sunlight': False, 'orbit_fraction': 0.09407665505226481, 'solar_power_w': 0.0, 'load_power_w': 95.0, 'operating_mode': 'STANDBY', 'fault_active': False, 'active_faults': [], 'dataset': 'ASTRA_SIMULATED_EPS'}"
