timestamp,system_id,subsystem,voltage_v,current_a,temperature_c,capacity_ah,state_of_charge,operating_state,hi_soh,hi_internal_resistance_ohm,hi_solar_health_factor,meta_is_sunlight,meta_orbit_fraction,meta_solar_power_w,meta_load_power_w,meta_operating_mode,meta_fault_active,meta_dataset
120.0,ASTRA-SC-01,EPS,32.34412611115273,2.8848842176539296,18.582325130760026,39.99998051574013,0.947361458099609,NOMINAL,0.9999995128935032,0.04500002630375083,1.0,False,0.020905923344947737,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
130.0,ASTRA-SC-01,EPS,32.340215239456185,2.937918781294041,18.555429164608537,39.99997889166994,0.947158441870001,NOMINAL,0.9999994722917485,0.045000028496245584,1.0,False,0.02264808362369338,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
140.0,ASTRA-SC-01,EPS,32.28790544734334,2.917631038702761,18.37134062414374,39.99997726754096,0.9469554182825608,NOMINAL,0.999999431688524,0.045000030688819706,1.0,False,0.024390243902439025,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
150.0,ASTRA-SC-01,EPS,32.18860331575239,2.9146069344560823,18.396806354393437,39.99997564335318,0.9467523873362339,NOMINAL,0.9999993910838295,0.0450000328814732,1.0,False,0.02613240418118467,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
160.0,ASTRA-SC-01,EPS,32.3587604122203,2.889161069732185,18.259113627973935,39.9999740191066,0.9465493490299647,NOMINAL,0.999999350477665,0.045000035074206086,1.0,False,0.027874564459930314,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
170.0,ASTRA-SC-01,EPS,32.23952927760966,2.910574869939278,18.17272641437249,39.999972394801205,0.9463463033626968,NOMINAL,0.9999993098700302,0.04500003726701837,1.0,False,0.029616724738675958,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
180.0,ASTRA-SC-01,EPS,32.46675801341558,2.942233022209733,17.999687361319662,39.99997077043699,0.9461432503333728,NOMINAL,0.9999992692609248,0.04500003945991007,1.0,False,0.0313588850174216,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
190.0,ASTRA-SC-01,EPS,32.24889360116831,2.930566895784144,17.990202221363244,39.99996914601394,0.9459401899409344,NOMINAL,0.9999992286503485,0.045000041652881184,1.0,False,0.033101045296167246,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
200.0,ASTRA-SC-01,EPS,32.220071210991016,2.9205305308756273,17.78615477367609,39.99996752153206,0.9457371221843227,NOMINAL,0.9999991880383013,0.045000043845931724,1.0,False,0.03484320557491289,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
210.0,ASTRA-SC-01,EPS,32.10294488148041,2.940222152572626,17.809598748551274,39.99996589699132,0.9455340470624775,NOMINAL,0.999999147424783,0.04500004603906172,1.0,False,0.036585365853658534,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
220.0,ASTRA-SC-01,EPS,32.28316715696053,2.9440764655249714,17.66045135935703,39.99996427239173,0.9453309645743377,NOMINAL,0.9999991068097932,0.04500004823227117,1.0,False,0.03832752613240418,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
230.0,ASTRA-SC-01,EPS,32.18933845392361,2.9315826575782222,17.620120770110923,39.99996264773328,0.9451278747188416,NOMINAL,0.9999990661933319,0.04500005042556007,1.0,False,0.04006968641114982,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
240.0,ASTRA-SC-01,EPS,32.2864484652617,2.9553001549310443,17.31334668558253,39.99996102301595,0.9449247774949264,NOMINAL,0.9999990255753988,0.04500005261892846,1.0,False,0.041811846689895474,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
250.0,ASTRA-SC-01,EPS,32.42367750692064,2.926411345752141,17.330763276812412,39.99995939823974,0.9447216729015284,NOMINAL,0.9999989849559935,0.045000054812376344,1.0,False,0.04355400696864112,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
260.0,ASTRA-SC-01,EPS,32.304549189135294,2.8858050494520087,17.23637358598555,39.999957773404645,0.944518560937583,NOMINAL,0.999998944335116,0.045000057005903725,1.0,False,0.04529616724738676,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
270.0,ASTRA-SC-01,EPS,32.34615539151602,2.9539182696788067,17.123350198110735,39.99995614851065,0.9443154416020246,NOMINAL,0.9999989037127662,0.045000059199510625,1.0,False,0.047038327526132406,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
280.0,ASTRA-SC-01,EPS,32.15675824337269,2.9151742377796612,17.097202523039638,39.99995452355775,0.944112314893787,NOMINAL,0.9999988630889436,0.045000061393197045,1.0,False,0.04878048780487805,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
290.0,ASTRA-SC-01,EPS,32.33913223366212,2.914730454839506,16.97952588561185,39.99995289854593,0.9439091808118026,NOMINAL,0.9999988224636481,0.045000063586963006,1.0,False,0.050522648083623695,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
300.0,ASTRA-SC-01,EPS,32.30052154393138,2.9442442029110145,16.821450572565563,39.99995127347518,0.9437060393550034,NOMINAL,0.9999987818368796,0.0450000657808085,1.0,False,0.05226480836236934,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
310.0,ASTRA-SC-01,EPS,32.230753936538804,2.9176437201171153,16.686328053110888,39.999949648345506,0.9435028905223202,NOMINAL,0.9999987412086377,0.04500006797473356,1.0,False,0.05400696864111498,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
320.0,ASTRA-SC-01,EPS,32.33023952120411,2.9305694087575107,16.662969163157324,39.9999480231569,0.9432997343126828,NOMINAL,0.9999987005789224,0.045000070168738186,1.0,False,0.05574912891986063,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
330.0,ASTRA-SC-01,EPS,32.243378889871344,2.8977711865314646,16.54514929824198,39.999946397909326,0.9430965707250204,NOMINAL,0.9999986599477332,0.0450000723628224,1.0,False,0.05749128919860627,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
340.0,ASTRA-SC-01,EPS,32.22473165232878,2.9099105514904147,16.461843014225586,39.99994477260281,0.942893399758261,NOMINAL,0.9999986193150702,0.045000074556986215,1.0,False,0.059233449477351915,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
350.0,ASTRA-SC-01,EPS,32.34406253543736,2.962787641222392,16.38261887243307,39.99994314723732,0.942690221411332,NOMINAL,0.9999985786809329,0.04500007675122962,1.0,False,0.06097560975609756,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
360.0,ASTRA-SC-01,EPS,32.31922352346553,2.924408883174773,16.182190341669415,39.99994152181285,0.9424870356831594,NOMINAL,0.9999985380453212,0.045000078945552656,1.0,False,0.0627177700348432,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
370.0,ASTRA-SC-01,EPS,32.27218723973496,2.9271587064228073,16.30578546546842,39.9999398963294,0.9422838425726687,NOMINAL,0.999998497408235,0.0450000811399553,1.0,False,0.06445993031358885,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
380.0,ASTRA-SC-01,EPS,32.24423288572781,2.9320020951703167,16.085637068882757,39.99993827078696,0.9420806420787845,NOMINAL,0.999998456769674,0.0450000833344376,1.0,False,0.06620209059233449,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
390.0,ASTRA-SC-01,EPS,32.08549549033338,2.948623504342437,16.029972754604618,39.999936645185514,0.9418774342004301,NOMINAL,0.9999984161296379,0.04500008552899955,1.0,False,0.06794425087108014,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
400.0,ASTRA-SC-01,EPS,32.40054088881342,2.908442429081527,15.96777272426756,39.99993501952507,0.9416742189365284,NOMINAL,0.9999983754881266,0.04500008772364116,1.0,False,0.06968641114982578,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
410.0,ASTRA-SC-01,EPS,32.04550720806225,2.9379224769406633,15.912665471665186,39.9999333938056,0.9414709962860008,NOMINAL,0.9999983348451399,0.04500008991836244,1.0,False,0.07142857142857142,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
420.0,ASTRA-SC-01,EPS,32.110694096777095,2.9153896969251942,15.71388703528218,39.999931768027096,0.9412677662477684,NOMINAL,0.9999982942006774,0.045000092113163415,1.0,False,0.07317073170731707,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
430.0,ASTRA-SC-01,EPS,32.18809779464444,2.8961695554398172,15.618345809573187,39.99993014218957,0.941064528820751,NOMINAL,0.9999982535547391,0.04500009430804408,1.0,False,0.07491289198606271,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
440.0,ASTRA-SC-01,EPS,32.096751529831174,2.936018457453722,15.475210385055153,39.99992851629299,0.9408612840038675,NOMINAL,0.9999982129073247,0.04500009650300447,1.0,False,0.07665505226480836,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
450.0,ASTRA-SC-01,EPS,32.51701538176132,2.9114479445814103,15.411592526628718,39.99992689033736,0.9406580317960359,NOMINAL,0.999998172258434,0.04500009869804457,1.0,False,0.078397212543554,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
460.0,ASTRA-SC-01,EPS,32.39701366218998,2.9027651622571873,15.345832004663535,39.99992526432267,0.9404547721961735,NOMINAL,0.9999981316080667,0.04500010089316439,1.0,False,0.08013937282229965,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
470.0,ASTRA-SC-01,EPS,32.475454867487244,2.895475863352046,15.250702838604953,39.99992363824891,0.9402515052031963,NOMINAL,0.9999980909562227,0.045000103088363975,1.0,False,0.08188153310104529,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
480.0,ASTRA-SC-01,EPS,32.305319290809315,2.942497129023268,15.086883814795815,39.999922012116066,0.9400482308160198,NOMINAL,0.9999980503029017,0.0450001052836433,1.0,False,0.08362369337979095,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
490.0,ASTRA-SC-01,EPS,32.04920458419521,2.937500821046174,15.071088192393239,39.99992038592414,0.9398449490335583,NOMINAL,0.9999980096481035,0.045000107479002405,1.0,False,0.08536585365853659,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
500.0,ASTRA-SC-01,EPS,32.301427649050055,2.934161360829982,14.929992073663978,39.999918759673115,0.9396416598547251,NOMINAL,0.9999979689918279,0.045000109674441284,1.0,False,0.08710801393728224,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
510.0,ASTRA-SC-01,EPS,32.29729725369249,2.9332197927359775,14.836276173375188,39.99991713336299,0.939438363278433,NOMINAL,0.9999979283340747,0.04500011186995996,1.0,False,0.08885017421602788,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
520.0,ASTRA-SC-01,EPS,32.5595847736579,2.9368761160173227,14.720674430338075,39.99991550699375,0.9392350593035934,NOMINAL,0.9999978876748438,0.045000114065558434,1.0,False,0.09059233449477352,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
530.0,ASTRA-SC-01,EPS,32.36335472337132,2.908536312920892,14.728084467481493,39.99991388056539,0.939031747929117,NOMINAL,0.9999978470141346,0.045000116261236726,1.0,False,0.09233449477351917,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
540.0,ASTRA-SC-01,EPS,32.44313380514993,2.9116666262350464,14.64563379369852,39.99991225407789,0.9388284291539137,NOMINAL,0.9999978063519473,0.04500011845699484,1.0,False,0.09407665505226481,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
550.0,ASTRA-SC-01,EPS,32.321658258344456,2.9440352183574157,14.601282852682981,39.99991062753126,0.9386251029768923,NOMINAL,0.9999977656882815,0.045000120652832806,1.0,False,0.09581881533101046,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
560.0,ASTRA-SC-01,EPS,32.2143260711544,2.9131935233284194,14.371188515110894,39.99990900092548,0.9384217693969606,NOMINAL,0.9999977250231369,0.0450001228487506,1.0,False,0.0975609756097561,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
570.0,ASTRA-SC-01,EPS,32.12115200784662,2.926589070772739,14.342185037266642,39.99990737426054,0.9382184284130258,NOMINAL,0.9999976843565135,0.045000125044748276,1.0,False,0.09930313588850175,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
580.0,ASTRA-SC-01,EPS,32.29614370499011,2.9444566494187687,14.235482257898393,39.99990574753643,0.9380150800239938,NOMINAL,0.9999976436884108,0.04500012724082581,1.0,False,0.10104529616724739,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
590.0,ASTRA-SC-01,EPS,32.48472267959777,2.9231181531547565,14.28078622498449,39.99990412075316,0.9378117242287698,NOMINAL,0.9999976030188289,0.04500012943698324,1.0,False,0.10278745644599303,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
600.0,ASTRA-SC-01,EPS,32.350036631500984,2.911586590474302,14.00141898116062,39.99990249391069,0.937608361026258,NOMINAL,0.9999975623477673,0.045000131633220565,1.0,False,0.10452961672473868,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
610.0,ASTRA-SC-01,EPS,32.32575668913807,2.924140138274907,14.001089065468785,39.99990086700904,0.9374049904153617,NOMINAL,0.9999975216752259,0.0450001338295378,1.0,False,0.10627177700348432,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
620.0,ASTRA-SC-01,EPS,32.32307727956945,2.9272055247151623,13.833713745823315,39.99989924004818,0.9372016123949835,NOMINAL,0.9999974810012046,0.04500013602593495,1.0,False,0.10801393728222997,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
630.0,ASTRA-SC-01,EPS,32.00135198178341,2.91997149734972,13.829776081364594,39.99989761302812,0.9369982269640246,NOMINAL,0.9999974403257029,0.045000138222412035,1.0,False,0.10975609756097561,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
640.0,ASTRA-SC-01,EPS,32.27891654842456,2.904377718190132,13.706755581237006,39.99989598594884,0.9367948341213855,NOMINAL,0.9999973996487209,0.04500014041896907,1.0,False,0.11149825783972125,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
650.0,ASTRA-SC-01,EPS,32.30533144174704,2.9115927579301193,13.617160233037469,39.99989435881032,0.936591433865966,NOMINAL,0.9999973589702581,0.045000142615606066,1.0,False,0.1132404181184669,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
660.0,ASTRA-SC-01,EPS,32.251408004863336,2.9066085738706753,13.538977205881292,39.999892731612576,0.9363880261966645,NOMINAL,0.9999973182903145,0.04500014481232301,1.0,False,0.11498257839721254,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
670.0,ASTRA-SC-01,EPS,32.33123697186485,2.9504466974927843,13.48562758744151,39.99989110435559,0.9361846111123789,NOMINAL,0.9999972776088898,0.04500014700911996,1.0,False,0.11672473867595819,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
680.0,ASTRA-SC-01,EPS,32.017570187192916,2.9108510448481093,13.370774053242203,39.999889477039346,0.9359811886120061,NOMINAL,0.9999972369259836,0.04500014920599689,1.0,False,0.11846689895470383,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
690.0,ASTRA-SC-01,EPS,32.32127821863527,2.9395016967048075,13.449978200420187,39.99988784966384,0.9357777586944418,NOMINAL,0.999997196241596,0.04500015140295381,1.0,False,0.12020905923344948,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
700.0,ASTRA-SC-01,EPS,32.32929136763412,2.9518002687859273,13.217594955606923,39.999886222229065,0.935574321358581,NOMINAL,0.9999971555557265,0.045000153599990766,1.0,False,0.12195121951219512,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
710.0,ASTRA-SC-01,EPS,32.34107475430656,2.923401619646177,13.12062985178874,39.999884594735,0.9353708766033177,NOMINAL,0.9999971148683751,0.04500015579710774,1.0,False,0.12369337979094076,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
720.0,ASTRA-SC-01,EPS,32.11033508977518,2.925049625654871,12.971432396406417,39.999882967181655,0.9351674244275451,NOMINAL,0.9999970741795414,0.045000157994304756,1.0,False,0.1254355400696864,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
730.0,ASTRA-SC-01,EPS,32.24690177741006,2.9752903473277272,12.81558853648104,39.999881339569015,0.9349639648301552,NOMINAL,0.9999970334892253,0.04500016019158183,1.0,False,0.12717770034843207,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
740.0,ASTRA-SC-01,EPS,32.343117075685534,2.8982270870136633,12.798837845646839,39.999879711897066,0.9347604978100393,NOMINAL,0.9999969927974266,0.04500016238893896,1.0,False,0.1289198606271777,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
750.0,ASTRA-SC-01,EPS,32.40682050517615,2.931286172257318,12.682260646264554,39.9998780841658,0.9345570233660878,NOMINAL,0.999996952104145,0.04500016458637618,1.0,False,0.13066202090592335,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
760.0,ASTRA-SC-01,EPS,32.114868369806395,2.9434843991664086,12.613573187732332,39.999876456375205,0.93435354149719,NOMINAL,0.9999969114093802,0.04500016678389347,1.0,False,0.13240418118466898,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
770.0,ASTRA-SC-01,EPS,32.26383232100704,2.9311322183665967,12.531684710203605,39.99987482852528,0.9341500522022342,NOMINAL,0.999996870713132,0.04500016898149087,1.0,False,0.13414634146341464,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
780.0,ASTRA-SC-01,EPS,32.573234754628764,2.9428011070181213,12.37740976843935,39.999873200616015,0.9339465554801081,NOMINAL,0.9999968300154004,0.04500017117916838,1.0,False,0.13588850174216027,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
790.0,ASTRA-SC-01,EPS,32.25661697908836,2.917444762890612,12.43591908607053,39.9998715726474,0.933743051329698,NOMINAL,0.9999967893161851,0.045000173376926,1.0,False,0.13763066202090593,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
800.0,ASTRA-SC-01,EPS,32.09768745128667,2.9283023300967437,12.333405047284828,39.99986994461943,0.9335395397498898,NOMINAL,0.9999967486154856,0.045000175574763775,1.0,False,0.13937282229965156,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
810.0,ASTRA-SC-01,EPS,32.36368591876181,2.907074290614775,12.20651602069631,39.99986831653208,0.933336020739568,NOMINAL,0.999996707913302,0.04500017777268169,1.0,False,0.14111498257839722,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
820.0,ASTRA-SC-01,EPS,32.146484403961665,2.917930558431442,12.226825723123289,39.99986668838536,0.9331324942976165,NOMINAL,0.999996667209634,0.04500017997067977,1.0,False,0.14285714285714285,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
830.0,ASTRA-SC-01,EPS,32.2870619987353,2.90609600391579,12.099983962487608,39.999865060179246,0.932928960422918,NOMINAL,0.9999966265044812,0.045000182168758014,1.0,False,0.1445993031358885,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
840.0,ASTRA-SC-01,EPS,32.56251222174384,2.9512778627219998,11.893885543815186,39.999863431913745,0.9327254191143545,NOMINAL,0.9999965857978436,0.04500018436691644,1.0,False,0.14634146341463414,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
850.0,ASTRA-SC-01,EPS,32.14142782143687,2.955993500417046,11.850458467916805,39.999861803588836,0.9325218703708068,NOMINAL,0.9999965450897209,0.04500018656515507,1.0,False,0.1480836236933798,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
860.0,ASTRA-SC-01,EPS,32.289742245465014,2.946424942668763,11.75570743956749,39.99986017520451,0.9323183141911551,NOMINAL,0.9999965043801128,0.04500018876347391,1.0,False,0.14982578397212543,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
870.0,ASTRA-SC-01,EPS,32.2074683336501,2.8675936528009274,11.667270128247255,39.99985854676077,0.9321147505742783,NOMINAL,0.9999964636690192,0.045000190961872966,1.0,False,0.15156794425087108,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
880.0,ASTRA-SC-01,EPS,32.17518355594232,2.906884956091248,11.716768551846075,39.99985691825759,0.9319111795190547,NOMINAL,0.9999964229564398,0.04500019316035225,1.0,False,0.15331010452961671,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
890.0,ASTRA-SC-01,EPS,31.984319332720133,2.9228695001365326,11.558565826555899,39.99985528969498,0.9317076010243613,NOMINAL,0.9999963822423744,0.04500019535891179,1.0,False,0.15505226480836237,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
900.0,ASTRA-SC-01,EPS,32.445629123572,2.903400372649558,11.527289538171997,39.999853661072905,0.9315040150890745,NOMINAL,0.9999963415268227,0.045000197557551566,1.0,False,0.156794425087108,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
910.0,ASTRA-SC-01,EPS,32.213944877052135,2.9124386301772565,11.409560227685695,39.99985203239139,0.9313004217120696,NOMINAL,0.9999963008097846,0.04500019975627163,1.0,False,0.15853658536585366,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
920.0,ASTRA-SC-01,EPS,32.24316608931073,2.9200410548067564,11.307489422447887,39.99985040365039,0.931096820892221,NOMINAL,0.9999962600912599,0.04500020195507196,1.0,False,0.1602787456445993,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
930.0,ASTRA-SC-01,EPS,32.147861436294136,2.9341796357885777,11.254870088822459,39.99984877484992,0.9308932126284021,NOMINAL,0.9999962193712482,0.04500020415395259,1.0,False,0.16202090592334495,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
940.0,ASTRA-SC-01,EPS,32.464143442137996,2.9077192108184082,11.24639884682245,39.999847145989975,0.9306895969194854,NOMINAL,0.9999961786497494,0.04500020635291353,1.0,False,0.16376306620209058,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
950.0,ASTRA-SC-01,EPS,31.893175277302976,2.9291778917928504,11.087365462489602,39.999845517070526,0.9304859737643424,NOMINAL,0.9999961379267632,0.04500020855195479,1.0,False,0.16550522648083624,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
960.0,ASTRA-SC-01,EPS,32.25159288448224,2.9200261210694958,10.96596413135313,39.999843888091576,0.9302823431618438,NOMINAL,0.9999960972022894,0.04500021075107637,1.0,False,0.1672473867595819,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
970.0,ASTRA-SC-01,EPS,32.12576765484799,2.920788350018789,10.937488626160835,39.99984225905312,0.9300787051108592,NOMINAL,0.9999960564763279,0.04500021295027829,1.0,False,0.16898954703832753,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
980.0,ASTRA-SC-01,EPS,32.261449209551685,2.918859247031421,10.85884384790845,39.99984062995513,0.9298750596102574,NOMINAL,0.9999960157488783,0.04500021514956057,1.0,False,0.17073170731707318,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
990.0,ASTRA-SC-01,EPS,32.252251163550795,2.9485739658199352,10.764417105650852,39.99983900079762,0.9296714066589061,NOMINAL,0.9999959750199405,0.045000217348923205,1.0,False,0.17247386759581881,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
1000.0,ASTRA-SC-01,EPS,32.06810587817168,2.9216827690653435,10.689588052565744,39.99983737158057,0.9294677462556722,NOMINAL,0.9999959342895142,0.045000219548366235,1.0,False,0.17421602787456447,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
1010.0,ASTRA-SC-01,EPS,32.29866027766691,2.9323940770898567,10.577592773852476,39.999835742303965,0.9292640783994215,NOMINAL,0.9999958935575991,0.045000221747889646,1.0,False,0.1759581881533101,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
1020.0,ASTRA-SC-01,EPS,32.40489715730801,2.9212793144656204,10.518799055566319,39.999834112967804,0.929060403089019,NOMINAL,0.9999958528241951,0.04500022394749346,1.0,False,0.17770034843205576,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS
