timestamp,system_id,subsystem,voltage_v,current_a,temperature_c,capacity_ah,state_of_charge,operating_state,hi_soh,hi_internal_resistance_ohm,hi_solar_health_factor,meta_is_sunlight,meta_orbit_fraction,meta_solar_power_w,meta_load_power_w,meta_operating_mode,meta_fault_active,meta_dataset,power_w,dv_dt,di_dt,dt_dt,est_r_int,voltage_v_rolling_mean,voltage_v_rolling_std,current_a_rolling_mean,current_a_rolling_std,temperature_c_rolling_mean,temperature_c_rolling_std,power_w_rolling_mean,power_w_rolling_std,dq_dv
290.0,ASTRA-SC-01,EPS,32.33913223366212,2.914730454839506,16.97952588561185,39.99995289854593,0.9439091808118026,NOMINAL,0.999998822463648,0.045000063586963,1.0,False,0.0505226480836236,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.25985360453693,0.018237399028942745,-4.437829401551241e-05,-0.011767663742778822,1.0223190667566306,32.27698582355935,0.09979371614128765,2.9249929407404025,0.02084301812589357,17.651694919084054,0.4554263773353578,94.41000534752015,0.7410114802281762,-8.910326613732031e-06
300.0,ASTRA-SC-01,EPS,32.30052154393138,2.9442442029110145,16.821450572565563,39.99995127347518,0.9437060393550034,NOMINAL,0.9999987818368796,0.0450000657808085,1.0,False,0.0522648083623693,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,95.1006233067223,-0.0038610689730738555,0.0029513748071508415,-0.015807531304628596,1.2280591658299018,32.28444703877128,0.09685424151735562,2.9269687586373982,0.021189997282311256,17.546671200295528,0.45296243093139216,94.49557180566511,0.7417640976729927,4.208862250248085e-05
310.0,ASTRA-SC-01,EPS,32.230753936538804,2.9176437201171153,16.686328053110888,39.999949648345506,0.9435028905223202,NOMINAL,0.9999987412086376,0.0450000679747335,1.0,False,0.0540069686411149,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.03785681758244,-0.00697676073925777,-0.002660048279389926,-0.013512251945467568,1.4337992649031728,32.275913273725855,0.09546821159978068,2.9288676019963935,0.018688565448007493,17.441818828637995,0.4582696737427495,94.53211753698541,0.7010516634937969,2.329347010436342e-05
320.0,ASTRA-SC-01,EPS,32.33023952120411,2.9305694087575107,16.662969163157324,39.9999480231569,0.9432997343126828,NOMINAL,0.9999987005789224,0.0450000701687381,1.0,False,0.0557491289198606,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.74601091864385,0.009948558466530954,0.001292568864039545,-0.0023358889953563277,1.6395393639764437,32.281960623298815,0.09587100761054962,2.9302005712509422,0.017990661652443115,17.341168345223647,0.45202547491216993,94.5928140159562,0.6753798047030749,-1.6335920575166276e-05
330.0,ASTRA-SC-01,EPS,32.243378889871344,2.8977711865314646,16.54514929824198,39.999946397909326,0.9430965707250204,NOMINAL,0.9999986599477332,0.0450000723628224,1.0,False,0.0574912891986062,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,93.43393430348607,-0.008686063133276889,-0.0032798222226046113,-0.011781986491534368,1.8452794630497147,32.2670686817292,0.08136752041916165,2.927236448872391,0.019468636845633734,17.244199141018466,0.45665961453869297,94.45342513277767,0.6849898963432665,1.871098039889047e-05
340.0,ASTRA-SC-01,EPS,32.22473165232878,2.9099105514904147,16.461843014225586,39.99994477260281,0.942893399758261,NOMINAL,0.9999986193150702,0.0450000745569862,1.0,False,0.0592334494773519,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,93.77108665405865,-0.0018647237542566586,0.0012139364958950072,-0.008330628401639473,2.0510195621229856,32.265457885139895,0.08198980678307054,2.9258593592528093,0.01994105365989199,17.142308527209295,0.448757578942693,94.404328242165,0.7068772384088639,8.716071285185888e-05
350.0,ASTRA-SC-01,EPS,32.34406253543736,2.962787641222392,16.38261887243307,39.99994314723732,0.942690221411332,NOMINAL,0.9999985786809328,0.0450000767512296,1.0,False,0.0609756097560975,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,95.828588746918,0.011933088310858153,0.005287708973197747,-0.007922414179251547,2.2567596611962566,32.27372397343632,0.08332655872734326,2.928676499942593,0.022011841078472035,17.048739467126424,0.4512387673815171,94.5195873800471,0.7897516170005702,-1.362066088538174e-05
360.0,ASTRA-SC-01,EPS,32.31922352346553,2.924408883174773,16.182190341669415,39.99994152181285,0.9424870356831594,NOMINAL,0.9999985380453212,0.0450000789455526,1.0,False,0.0627177700348432,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.51462436933369,-0.002483901197182803,-0.0038378758047619144,-0.020042853076365573,2.2689040631046513,32.28814254956866,0.06917508644689394,2.927622281982736,0.02179701141525573,16.940245573334302,0.4508774475935946,94.5279096911129,0.7889434577534062,6.543837044990811e-05
370.0,ASTRA-SC-01,EPS,32.27218723973496,2.9271587064228073,16.30578546546842,39.9999398963294,0.9422838425726688,NOMINAL,0.999998497408235,0.0450000811399553,1.0,False,0.0644599303135888,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.46581385409722,-0.004703628373057001,0.00027498232480343,0.01235951237990065,2.2810484650130456,32.28741055508696,0.06928949432353627,2.9264944313759256,0.021317212921392836,16.849934513741726,0.4315725862190163,94.48935643742497,0.7759390624723784,3.4558075601500805e-05
380.0,ASTRA-SC-01,EPS,32.24423288572781,2.9320020951703167,16.085637068882757,39.99993827078696,0.9420806420787844,NOMINAL,0.999998456769674,0.0450000833344376,1.0,False,0.0662020905923344,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.54015837811357,-0.0027954354007150074,0.0004843388747509447,-0.022014839658566387,2.29319286692144,32.291070183873906,0.06506027819995613,2.926522393882065,0.02132463786388886,16.747635600326515,0.41760851967651663,94.50098657127,0.7752604446848039,5.814988384338366e-05
390.0,ASTRA-SC-01,EPS,32.08549549033338,2.948623504342437,16.029972754604618,39.999936645185514,0.94187743420043,NOMINAL,0.999998416129638,0.0450000855289995,1.0,False,0.0679442508710801,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.60804615127027,-0.01587373953944322,0.0016621409172120406,-0.005566431427813967,2.3053372688298346,32.27767331887868,0.0840098683226423,2.9260772838428246,0.02074279604507818,16.66207733826132,0.4248330718330642,94.44711323791726,0.7341084123359398,1.024082223957057e-05
400.0,ASTRA-SC-01,EPS,32.40054088881342,2.908442429081527,15.96777272426756,39.99993501952507,0.9416742189365284,NOMINAL,0.9999983754881266,0.0450000877236411,1.0,False,0.0696864111498257,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.23510784621584,0.03150453984800379,-0.004018107526090997,-0.006220003033705801,2.3174816707382293,32.276130877671534,0.0813066249281693,2.924879356064784,0.021235148203962786,16.571211301425,0.41728993070642556,94.40378591251425,0.7255460673716144,-5.1600831283786065e-06
410.0,ASTRA-SC-01,EPS,32.04550720806225,2.9379224769406633,15.912665471665186,39.9999333938056,0.9414709962860008,NOMINAL,0.99999833484514,0.0450000899183624,1.0,False,0.0714285714285714,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.14721591153011,-0.03550336807511698,0.002948004785913616,-0.005510725260237414,2.3296260726466236,32.25886141226667,0.10016304623248556,2.9283538512306944,0.018468662811182996,16.482964093803638,0.4064006299263398,94.46529156193111,0.6540269450494736,4.579057025563233e-06
420.0,ASTRA-SC-01,EPS,32.110694096777095,2.9153896969251942,15.71388703528218,39.999931768027096,0.9412677662477684,NOMINAL,0.9999982942006774,0.0450000921131634,1.0,False,0.073170731707317,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,93.6151867308606,0.006518688871484812,-0.0022532780015469102,-0.01987784363830052,2.341770474555018,32.243163992617404,0.10388664201203668,2.925785279713786,0.017301625638255852,16.388999882948404,0.4106794608235988,94.33644405299722,0.6147084551906965,-2.4940268420502e-05
430.0,ASTRA-SC-01,EPS,32.18809779464444,2.8961695554398172,15.618345809573189,39.99993014218957,0.941064528820751,NOMINAL,0.9999982535547391,0.045000094308044,1.0,False,0.0749128919860627,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,93.22218888036875,0.007740369786734647,-0.0019220141485376985,-0.009554122570899182,2.3539148764634126,32.24525329603552,0.10232823108038934,2.92451830089113,0.018767878865339867,16.290409435383975,0.40600512397420874,94.30175309824922,0.6633754108229802,-2.100464928196461e-05
440.0,ASTRA-SC-01,EPS,32.096751529831174,2.936018457453722,15.475210385055153,39.99992851629299,0.9408612840038676,NOMINAL,0.9999982129073248,0.0450000965030044,1.0,False,0.0766550522648083,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.23665491589031,-0.00913462648132679,0.003984890201390456,-0.014313542451803584,2.3660592783718073,32.22909458244679,0.1055319503169717,2.925937501065411,0.018779748996251032,16.19012173534686,0.409404263857666,94.30020651900612,0.6635071011971465,1.779926725368824e-05
450.0,ASTRA-SC-01,EPS,32.51701538176132,2.9114479445814103,15.411592526628718,39.99992689033736,0.940658031796036,NOMINAL,0.999998172258434,0.0450000986980445,1.0,False,0.078397212543554,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.67159759715109,0.04202638519301445,-0.002457051287231149,-0.006361785842643464,2.3782036802802016,32.24352750496879,0.12833823408449094,2.9237510838434373,0.01840149687948878,16.09613119895107,0.4158969851719452,94.2716048050347,0.6351814619788793,-3.868892408117791e-06
460.0,ASTRA-SC-01,EPS,32.39701366218998,2.9027651622571873,15.345832004663537,39.99992526432267,0.9404547721961736,NOMINAL,0.9999981316080668,0.0450001008931643,1.0,False,0.0801393728222996,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.0409226197752,-0.012000171957134143,-0.0008682782324223037,-0.006576052196518134,2.390348082188596,32.25461148667886,0.13420183340263753,2.9227591799861092,0.01914038762461565,16.006764795721246,0.42396137591483823,94.27180919184754,0.6351013629633881,1.3549928279067932e-05
470.0,ASTRA-SC-01,EPS,32.475454867487244,2.895475863352046,15.250702838604951,39.99992363824891,0.9402515052031964,NOMINAL,0.9999980909562228,0.0450001030883639,1.0,False,0.0818815331010452,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.03189572018803,0.007844120529726694,-0.0007289298905141184,-0.009512916605858558,2.4024924840969906,32.26429250976441,0.14486156331422817,2.9204196102924116,0.02023123122392942,15.912613707417755,0.4246397275903259,94.2242015119505,0.6236783858540224,-2.0729841603170503e-05
480.0,ASTRA-SC-01,EPS,32.305319290809315,2.942497129023268,15.086883814795817,39.999922012116066,0.9400482308160198,NOMINAL,0.9999980503029016,0.0450001052836433,1.0,False,0.0836236933797909,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,95.05830926538641,-0.017013557667792868,0.004702126567122189,-0.016381902380913436,2.4146368860053853,32.26842186982694,0.1451054440274811,2.923401339791865,0.019948761343650045,15.815396008521343,0.43625221593388913,94.33249317607718,0.6176541693906228,9.557864817897055e-06
490.0,ASTRA-SC-01,EPS,32.04920458419521,2.937500821046174,15.07108819239324,39.99992038592414,0.9398449490335584,NOMINAL,0.9999980096481036,0.0450001074790024,1.0,False,0.0853658536585365,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.14456477995023,-0.025611470661410608,-0.0004996307977093827,-0.001579562240257637,2.4267812879137796,32.2567200652847,0.15557994228538022,2.925240691095582,0.01988788021529612,15.72267902039919,0.4368374770004738,94.35739171780328,0.6007016230996242,6.349467181052201e-06
500.0,ASTRA-SC-01,EPS,32.301427649050055,2.934161360829982,14.929992073663978,39.999918759673115,0.9396416598547253,NOMINAL,0.999997968991828,0.0450001096744412,1.0,False,0.0871080139372822,0.0,95.0,STANDBY,False,ASTRA_SIMULATED_EPS,94.77760090748791,0.02522230648548458,-0.0003339460216192247,-0.014109611872926208,2.438925689822174,32.25387773952555,0.1542540892950104,2.923332272402755,0.017222416597665356,15.625837233814583,0.44108103816146704,94.28732586184128,0.462161912101881,-6.447669756577363e-06
